"Journal of The American Psychoanalytic Association","J Am Psychoanal Assoc","",""
"Journal of The American Society Of Echocardiography","J Am Soc Echocardiogr","",""
"Journal of The American Society Of Nephrology","J Am Soc Nephrol","",""
"Journal of The American Veterinary Medical Association","J Am Vet Med Assoc","",""
"Journal of Analytical Psychology","J Anal Psychol","",""
"Journal of Analytical Toxicology","J Anal Toxicol","",""
"Journal of Anatomy","J Anat","",""
"Journal of Andrology","J Androl","",""
"Journal of Animal Science","J Anim Sci","",""
"Journal of Antibiotics","J Antibiot (Tokyo)","",""
"Journal of Antimicrobial Chemotherapy","J Antimicrob Chemother","",""
"Journal of Anxiety Disorders","J Anxiety Disord","",""
"Journal of AOAC International","J AOAC Int","",""
"Journal of Applied Behavior Analysis","J Appl Behav Anal","",""
"Journal of Applied Microbiology","J Appl Microbiol","",""
"Journal of Applied Physiology","J Appl Physiol","",""
"Journal of Applied Psychology","J Appl Psychol","",""
"Journal of Applied Toxicology","J Appl Toxicol","",""
"Journal of The Arkansas Medical Society","J Ark Med Soc","",""
"Journal of Arthroplasty","J Arthroplasty","",""
"Journal of Assisted Reproduction and Genetics","J Assist Reprod Genet","",""
"Journal of The Association For Academic Minority Physicians","J Assoc Acad Minor Phys","",""
"Journal of The Association Of Nurses In AIDS Care","J Assoc Nurses AIDS Care","",""
"Journal of The Association Of Physicians Of India","J Assoc Physicians India","",""
"Journal of Asthma","J Asthma","",""
"Journal of Atherosclerosis and Thrombosis","J Atheroscler Thromb","",""
"Journal of Audiovisual Media In Medicine","J Audiov Media Med","",""
"Journal of Autism and Developmental Disorders","J Autism Dev Disord","",""
"Journal of Autoimmunity","J Autoimmun","",""
"Journal of The Autonomic Nervous System","J Auton Nerv Syst","",""
"Journal of Autonomic Pharmacology","J Auton Pharmacol","",""
"Journal of Bacteriology","J Bacteriol","",""
"Journal of Basic and Clinical Physiology And Pharmacology","J Basic Clin Physiol Pharmacol","",""
"Journal of Basic Microbiology","J Basic Microbiol","",""
"Journal of Behavior Therapy and Experimental Psychiatry","J Behav Ther Exp Psychiatry","",""
"Journal of Behavioral Health Services and Research","J Behav Health Serv Res","",""
"Journal of Behavioral Medicine","J Behav Med","",""
"Journal Belge de Radiologie","J Belge Radiol","",""
"Journal of Biochemical and Biophysical Methods","J Biochem Biophys Methods","",""
"Journal of Biochemistry","J Biochem (Tokyo)","",""
"Journal of Biocommunication","J Biocommun","",""
"Journal of Bioenergetics and Biomembranes","J Bioenerg Biomembr","",""
"Journal of Biological Chemistry","J Biol Chem","",""
"Journal of Biological Photography","J Biol Photogr","",""
"Journal of Biological Regulators and Homeostatic Agents","J Biol Regul Homeost Agents","",""
"Journal of Biological Rhythms","J Biol Rhythms","",""
"Journal of Bioluminescence and Chemiluminescence","J Biolumin Chemilumin","",""
"Journal of Biomaterials Applications","J Biomater Appl","",""
"Journal of Biomaterials Science, Polymer Edition","J Biomater Sci Polym Ed","",""
"Journal of Biomechanical Engineering","J Biomech Eng","",""
"Journal of Biomechanics","J Biomech","",""
"Journal of Biomedical Materials Research","J Biomed Mater Res","",""
"Journal of Biomolecular NMR","J Biomol NMR","",""
"Journal of Biomolecular Structure and Dynamics","J Biomol Struct Dyn","",""
"Journal of Biopharmaceutical Statistics","J Biopharm Stat","",""
"Journal of Biosocial Science","J Biosoc Sci","",""
"Journal of Bone and Joint Surgery. American Volume","J Bone Joint Surg Am","",""
"Journal of Bone and Joint Surgery. British Volume","J Bone Joint Surg Br","",""
"Journal of Bone and Mineral Research","J Bone Miner Res","",""
"Journal of Burn Care and Rehabilitation","J Burn Care Rehabil","",""
"Journal / Canadian Dental Association. Journal de L Association Dentaire Canadienne","J Can Dent Assoc","",""
"Journal of Cancer Education","J Cancer Educ","",""
"Journal of Cancer Research and Clinical Oncology","J Cancer Res Clin Oncol","",""
"Journal of Capillary Electrophoresis","J Capillary Electrophor","",""
"Journal of Cardiac Failure","J Card Fail","",""
"Journal of Cardiac Surgery","J Card Surg","",""
"Journal of Cardiology","J Cardiol","",""
"Journal of Cardiopulmonary Rehabilitation","J Cardiopulm Rehabil","",""
"Journal of Cardiothoracic and Vascular Anesthesia","J Cardiothorac Vasc Anesth","",""
"Journal of Cardiovascular Electrophysiology","J Cardiovasc Electrophysiol","",""
"Journal of Cardiovascular Nursing","J Cardiovasc Nurs","",""
"Journal of Cardiovascular Pharmacology","J Cardiovasc Pharmacol","",""
"Journal of Cardiovascular Risk","J Cardiovasc Risk","",""
"Journal of Cardiovascular Surgery","J Cardiovasc Surg (Torino)","",""
"Journal of Cataract and Refractive Surgery","J Cataract Refract Surg","",""
"Journal of Cell Biology","J Cell Biol","",""
"Journal of Cell Science","J Cell Sci","",""
"Journal of Cell Science. Supplement","J Cell Sci Suppl","",""
"Journal of Cellular Biochemistry","J Cell Biochem","",""
"Journal of Cellular Biochemistry. Supplement","J Cell Biochem Suppl","",""
"Journal of Cellular Physiology","J Cell Physiol","",""
"Journal of Cerebral Blood Flow and Metabolism","J Cereb Blood Flow Metab","",""
"Journal of Chemical Information and Computer Sciences","J Chem Inf Comput Sci","",""
"Journal of Chemical Neuroanatomy","J Chem Neuroanat","",""
"Journal of Chemotherapy","J Chemother","",""
"Journal of Child and Adolescent Psychopharmacology","J Child Adolesc Psychopharmacol","",""
"Journal of Child Neurology","J Child Neurol","",""
"Journal of Child Psychology and Psychiatry And Allied Disciplines","J Child Psychol Psychiatry","",""
"Journal de Chirurgie","J Chir (Paris)","",""
"Journal of Chromatographic Science","J Chromatogr Sci","",""
"Journal of Chromatography. A","J Chromatogr A","",""
"Journal of Clinical Anesthesia","J Clin Anesth","",""
"Journal of Clinical Apheresis","J Clin Apheresis","",""
"Journal of Clinical Child Psychology","J Clin Child Psychol","",""
"Journal of Clinical Endocrinology and Metabolism","J Clin Endocrinol Metab","",""
"Journal of Clinical Epidemiology","J Clin Epidemiol","",""
"Journal of Clinical Ethics","J Clin Ethics","",""
"Journal of Clinical and Experimental Neuropsychology","J Clin Exp Neuropsychol","",""
"Journal of Clinical Gastroenterology","J Clin Gastroenterol","",""
"Journal of Clinical Immunology","J Clin Immunol","",""
"Journal of Clinical Investigation","J Clin Invest","",""
"Journal of Clinical Laboratory Analysis","J Clin Lab Anal","",""
"Journal of Clinical and Laboratory Immunology","J Clin Lab Immunol","",""
"Journal of Clinical Microbiology","J Clin Microbiol","",""
"Journal of Clinical Neurophysiology","J Clin Neurophysiol","",""
"Journal of Clinical Oncology","J Clin Oncol","",""
"Journal of Clinical Pathology","J Clin Pathol","",""
"Journal of Clinical Periodontology","J Clin Periodontol","",""
"Journal of Clinical Pharmacology","J Clin Pharmacol","",""
"Journal of Clinical Pharmacy and Therapeutics","J Clin Pharm Ther","",""
"Journal of Clinical Psychiatry","J Clin Psychiatry","",""
"Journal of Clinical Psychology","J Clin Psychol","",""
"Journal of Clinical Psychopharmacology","J Clin Psychopharmacol","",""
"Journal of Clinical Ultrasound","J Clin Ultrasound","",""
"Journal of Communicable Diseases","J Commun Dis","",""
"Journal of Communication Disorders","J Commun Disord","",""
"Journal of Community Health","J Community Health","",""
"Journal of Community Health Nursing","J Community Health Nurs","",""
"Journal of Comparative Neurology","J Comp Neurol","",""
"Journal of Comparative Pathology","J Comp Pathol","",""
"Journal of Comparative Physiology. A, Sensory, Neural, and Behavioral Physiology","J Comp Physiol [A]","",""
"Journal of Comparative Physiology. B, Biochemical, Systemic, And Environmental Physiology","J Comp Physiol [B]","",""
"Journal of Comparative Psychology","J Comp Psychol","",""
"Journal of Computational Biology","J Comput Biol","",""
"Journal of Computational Neuroscience","J Comput Neurosci","",""
"Journal of Computer Assisted Tomography","J Comput Assist Tomogr","",""
"Journal of Computer-Aided Molecular Design","J Comput Aided Mol Des","",""
"Journal of Consulting and Clinical Psychology","J Consult Clin Psychol","",""
"Journal of Contemporary Health Law and Policy","J Contemp Health Law Policy","",""
"Journal of Craniofacial Genetics and Developmental Biology","J Craniofac Genet Dev Biol","",""
"Journal of Cranio-Maxillo-Facial Surgery","J Craniomaxillofac Surg","",""
"Journal of Critical Care","J Crit Care","",""
"Journal of Cutaneous Pathology","J Cutan Pathol","",""
"Journal of Dairy Research","J Dairy Res","",""
"Journal of Dairy Science","J Dairy Sci","",""
"Journal of Dental Education","J Dent Educ","",""
"Journal of Dental Research","J Dent Res","",""
"Journal of Dentistry","J Dent","",""
"Journal of Dermatological Science","J Dermatol Sci","",""
"Journal of Dermatology","J Dermatol","",""
"Journal of Developmental and Behavioral Pediatrics","J Dev Behav Pediatr","",""
"Journal of Diabetes and Its Complications","J Diabetes Complications","",""
"Journal of Diarrhoeal Diseases Research","J Diarrhoeal Dis Res","",""
"Journal of Digital IMAging","J Digit Imaging","",""
"Journal of Drug Education","J Drug Educ","",""
"Journal of Drug Targeting","J Drug Target","",""
"Journal of Economic Entomology","J Econ Entomol","",""
"Journal of ECT","J ECT","",""
"Journal of The Egyptian Public Health Association","J Egypt Public Health Assoc","",""
"Journal of The Egyptian Society Of Parasitology","J Egypt Soc Parasitol","",""
"Journal of Electrocardiology","J Electrocardiol","",""
"Journal of Electron Microscopy","J Electron Microsc (Tokyo)","",""
"Journal of Emergency Medicine","J Emerg Med","",""
"Journal of Endocrinological Investigation","J Endocrinol Invest","",""
"Journal of Endocrinology","J Endocrinol","",""
"Journal of Endourology","J Endourol","",""
"Journal of Endovascular Surgery","J Endovasc Surg","",""
"Journal of Environmental Pathology, Toxicology and Oncology","J Environ Pathol Toxicol Oncol","",""
"Journal of Environmental Science and Health. Part B: Pesticides, Food Contaminants, And Agricultural Wastes","J Environ Sci Health B","",""
"Journal of Enzyme Inhibition","J Enzyme Inhib","",""
"Journal of Epidemiology","J Epidemiol","",""
"Journal of Epidemiology and Community Health","J Epidemiol Community Health","",""
"Journal of Ethnopharmacology","J Ethnopharmacol","",""
"Journal of Eukaryotic Microbiology","J Eukaryot Microbiol","",""
"Journal of Evaluation In Clinical Practice","J Eval Clin Pract","",""
"Journal of The Experimental Analysis Of Behavior","J Exp Anal Behav","",""
"Journal of Experimental Biology","J Exp Biol","",""
"Journal of Experimental Child Psychology","J Exp Child Psychol","",""
"Journal of Experimental and Clinical Cancer Research","J Exp Clin Cancer Res","",""
"Journal of Experimental Medicine","J Exp Med","",""
"Journal of Experimental Psychology: Animal Behavior Processes","J Exp Psychol Anim Behav Process","",""
"Journal of Experimental Psychology: General","J Exp Psychol Gen","",""
"Journal of Experimental Psychology: Human Perception and Performance","J Exp Psychol Hum Percept Perform","",""
"Journal of Experimental Psychology. Learning, Memory, and Cognition","J Exp Psychol Learn Mem Cogn","",""
"Journal of Experimental Therapeutics and Oncology","J Exp Ther Oncol","",""
"Journal of Experimental Zoology","J Exp Zool","",""
"Journal of Experimental Zoology. Supplement","J Exp Zool Suppl","",""
"Journal of Exposure Analysis and Environmental Epidemiology","J Expo Anal Environ Epidemiol","",""
"Journal of Family Practice","J Fam Pract","",""
"Journal of The Florida Medical Association","J Fla Med Assoc","",""
"Journal of Foot and Ankle Surgery","J Foot Ankle Surg","",""
"Journal of Forensic Sciences","J Forensic Sci","",""
"Journal of The Formosan Medical Association","J Formos Med Assoc","",""
"Journal Francais D Ophtalmologie","J Fr Ophtalmol","",""
"Journal of Gastroenterology","J Gastroenterol","",""
"Journal of Gastroenterology and Hepatology","J Gastroenterol Hepatol","",""
"Journal of General Internal Medicine","J Gen Intern Med","",""
"Journal of General Physiology","J Gen Physiol","",""
"Journal of General Psychology","J Gen Psychol","",""
"Journal of General Virology","J Gen Virol","",""
"Journal of Genetic Psychology","J Genet Psychol","",""
"Journal of Geriatric Psychiatry and Neurology","J Geriatr Psychiatry Neurol","",""
"Journal of Glaucoma","J Glaucoma","",""
"Journal de Gynecologie, Obstetrique Et Biologie De la Reproduction","J Gynecol Obstet Biol Reprod (Paris)","",""
"Journal of Hand Surgery. American Volume","J Hand Surg [Am]","",""
"Journal of Hand Surgery. British Volume","J Hand Surg [Br]","",""
"Journal of Hand Therapy","J Hand Ther","",""
"Journal of Health Care Finance","J Health Care Finance","",""
"Journal of Health Care For The Poor and Underserved","J Health Care Poor Underserved","",""
"Journal of Health Politics, Policy and Law","J Health Polit Policy Law","",""
"Journal of Health and Social Behavior","J Health Soc Behav","",""
"Journal of Heart and Lung Transplantation","J Heart Lung Transplant","",""
"Journal of Heart Valve Disease","J Heart Valve Dis","",""
"Journal of Helminthology","J Helminthol","",""
"Journal of Hematotherapy","J Hematother","",""
"Journal of Hepatology","J Hepatol","",""
"Journal of Heredity","J Hered","",""
"Journal Fur Hirnforschung","J Hirnforsch","",""
"Journal of Histochemistry and Cytochemistry","J Histochem Cytochem","",""
"Journal of The History Of The Behavioral Sciences","J Hist Behav Sci","",""
"Journal of The History Of Medicine and Allied Sciences","J Hist Med Allied Sci","",""
"Journal of Homosexuality","J Homosex","",""
"Journal of Hospital Infection","J Hosp Infect","",""
"Journal of Human Ergology","J Hum Ergol (Tokyo)","",""
"Journal of Human Evolution","J Hum Evol","",""
"Journal of Human Genetics","J Hum Genet","",""
"Journal of Human Hypertension","J Hum Hypertens","",""
"Journal of Hypertension","J Hypertens","",""
"Journal of Hypertension. Supplement","J Hypertens Suppl","",""
"Journal of Immunoassay","J Immunoassay","",""
"Journal of Immunological Methods","J Immunol Methods","",""
"Journal of Immunology","J Immunol","",""
"Journal of The Indian Medical Association","J Indian Med Assoc","",""
"Journal of Infection","J Infect","",""
"Journal of Infectious Diseases","J Infect Dis","",""
"Journal of Inflammation","J Inflamm","",""
"Journal of Inherited Metabolic Disease","J Inherit Metab Dis","",""
"Journal of Inorganic Biochemistry","J Inorg Biochem","",""
"Journal of Intellectual Disability Research","J Intellect Disabil Res","",""
"Journal of Interferon and Cytokine Research","J Interferon Cytokine Res","",""
"Journal of Internal Medicine","J Intern Med","",""
"Journal of Internal Medicine. Supplement","J Intern Med Suppl","",""
"Journal of International Medical Research","J Int Med Res","",""
"Journal of The International Neuropsychological Society","J Int Neuropsychol Soc","",""
"Journal of Invertebrate Pathology","J Invertebr Pathol","",""
"Journal of Investigational Allergology and Clinical Immunology","J Investig Allergol Clin Immunol","",""
"Journal of Investigative Dermatology","J Invest Dermatol","",""
"Journal of Investigative Medicine","J Investig Med","",""
"Journal of Investigative Surgery","J Invest Surg","",""
"Journal of The Kentucky Medical Association","J Ky Med Assoc","",""
"Journal of Korean Medical Science","J Korean Med Sci","",""
"Journal of Laboratory and Clinical Medicine","J Lab Clin Med","",""
"Journal of Laparoendoscopic and Advanced Surgical Techniques. Part A","J Laparoendosc Adv Surg Tech A","",""
"Journal of Laryngology and Otology","J Laryngol Otol","",""
"Journal of Laryngology and Otology. Supplement","J Laryngol Otol Suppl","",""
"Journal of Legal Medicine","J Leg Med","",""
"Journal of Leukocyte Biology","J Leukoc Biol","",""
"Journal of Lipid Mediators and Cell Signalling","J Lipid Mediat Cell Signal","",""
"Journal of Lipid Research","J Lipid Res","",""
"Journal of The Louisiana State Medical Society","J La State Med Soc","",""
"Journal of Magnetic Resonance","J Magn Reson","",""
"Journal of Magnetic Resonance IMAging","J Magn Reson Imaging","",""
"Journal Des Maladies Vasculaires","J Mal Vasc","",""
"Journal of Manipulative and Physiological Therapeutics","J Manipulative Physiol Ther","",""
"Journal of Marital and Family Therapy","J Marital Fam Ther","",""
"Journal of Mass Spectrometry","J Mass Spectrom","",""
"Journal of Maternal-Fetal Medicine","J Matern Fetal Med","",""
"Journal of Mathematical Biology","J Math Biol","",""
"Journal of The Medical Association Of Georgia","J Med Assoc Ga","",""
"Journal of The Medical Association Of Thailand","J Med Assoc Thai","",""
"Journal of Medical and Dental Sciences","J Med Dent Sci","",""
"Journal of Medical Engineering and Technology","J Med Eng Technol","",""
"Journal of Medical Entomology","J Med Entomol","",""
"Journal of Medical Ethics","J Med Ethics","",""
"Journal of Medical Genetics","J Med Genet","",""
"Journal of Medical Investigation","J Med Invest","",""
"Journal Medical Libanais. Lebanese Medical Journal","J Med Liban","",""
"Journal of Medical Microbiology","J Med Microbiol","",""
"Journal of Medical Primatology","J Med Primatol","",""
"Journal of Medical Screening","J Med Screen","",""
"Journal of Medical Systems","J Med Syst","",""
"Journal of Medical and Veterinary Mycology","J Med Vet Mycol","",""
"Journal of Medical Virology","J Med Virol","",""
"Journal of Medicinal Chemistry","J Med Chem","",""
"Journal of Medicine","J Med","",""
"Journal of Medicine and Philosophy","J Med Philos","",""
"Journal of Membrane Biology","J Membr Biol","",""
"Journal of Microencapsulation","J Microencapsul","",""
"Journal of Microscopy","J Microsc","",""
"Journal of Microwave Power and Electromagnetic Energy","J Microw Power Electromagn Energy","",""
"Journal of The Mississippi State Medical Association","J Miss State Med Assoc","",""
"Journal of Molecular Biology","J Mol Biol","",""
"Journal of Molecular and Cellular Cardiology","J Mol Cell Cardiol","",""
"Journal of Molecular Endocrinology","J Mol Endocrinol","",""
"Journal of Molecular Evolution","J Mol Evol","",""
"Journal of Molecular Graphics and Modelling","J Mol Graph Model","",""
"Journal of Molecular Medicine","J Mol Med","",""
"Journal of Molecular Neuroscience","J Mol Neurosci","",""
"Journal of Molecular Recognition","J Mol Recognit","",""
"Journal of Morphology","J Morphol","",""
"Journal of Muscle Research and Cell Motility","J Muscle Res Cell Motil","",""
"Journal of The National Cancer Institute","J Natl Cancer Inst","",""
"Journal of The National Cancer Institute. Monographs","J Natl Cancer Inst Monogr","",""
"Journal of The National Medical Association","J Natl Med Assoc","",""
"Journal of Natural Products","J Nat Prod","",""
"Journal of Nephrology","J Nephrol","",""
"Journal of Nervous and Mental Disease","J Nerv Ment Dis","",""
"Journal of Neural Transmission","J Neural Transm","",""
"Journal of Neural Transmission. Supplementum","J Neural Transm Suppl","",""
"Journal of Neural Transplantation and Plasticity","J Neural Transplant Plast","",""
"Journal of Neurobiology","J Neurobiol","",""
"Journal of Neurochemistry","J Neurochem","",""
"Journal of Neurocytology","J Neurocytol","",""
"Journal of Neuroendocrinology","J Neuroendocrinol","",""
"Journal of Neurogenetics","J Neurogenet","",""
"Journal of Neuroimaging","J Neuroimaging","",""
"Journal of Neuroimmunology","J Neuroimmunol","",""
"Journal of Neuroimmunology. Supplement","J Neuroimmunol Suppl","",""
"Journal of The Neurological Sciences","J Neurol Sci","",""
"Journal of Neurology","J Neurol","",""
"Journal of Neurology, Neurosurgery and Psychiatry","J Neurol Neurosurg Psychiatry","",""
"Journal of Neuro-Oncology","J Neurooncol","",""
"Journal of Neuro-Ophthalmology","J Neuroophthalmol","",""
"Journal of Neuropathology and Experimental Neurology","J Neuropathol Exp Neurol","",""
"Journal of Neurophysiology","J Neurophysiol","",""
"Journal of Neuropsychiatry and Clinical Neurosciences","J Neuropsychiatry Clin Neurosci","",""
"Journal of Neuroradiology. Journal de Neuroradiologie","J Neuroradiol","",""
"Journal of Neuroscience","J Neurosci","",""
"Journal of Neuroscience Methods","J Neurosci Methods","",""
"Journal of Neuroscience Nursing","J Neurosci Nurs","",""
"Journal of Neuroscience Research","J Neurosci Res","",""
"Journal of Neurosurgery","J Neurosurg","",""
"Journal of Neurosurgical Anesthesiology","J Neurosurg Anesthesiol","",""
"Journal of Neurosurgical Sciences","J Neurosurg Sci","",""
"Journal of Neurotrauma","J Neurotrauma","",""
"Journal of Neurovirology","J Neurovirol","",""
"Journal of NIHon University School Of Dentistry","J Nihon Univ Sch Dent","",""
"Journal of Nuclear Cardiology","J Nucl Cardiol","",""
"Journal of Nuclear Medicine","J Nucl Med","",""
"Journal of Nuclear Medicine Technology","J Nucl Med Technol","",""
"Journal of Nurse-Midwifery","J Nurse Midwifery","",""
"Journal of Nursing Administration","J Nurs Adm","",""
"Journal of Nursing Care Quality","J Nurs Care Qual","",""
"Journal of Nursing Education","J Nurs Educ","",""
"Journal of Nursing Measurement","J Nurs Meas","",""
"Journal of Nutrition","J Nutr","",""
"Journal of Nutritional Science and Vitaminology","J Nutr Sci Vitaminol (Tokyo)","",""
"Journal of Obstetric, Gynecologic, and Neonatal Nursing","J Obstet Gynecol Neonatal Nurs","",""
"Journal of Obstetrics and Gynaecology Research","J Obstet Gynaecol Res","",""
"Journal of Occupational and Environmental Medicine","J Occup Environ Med","",""
"Journal of Ocular Pharmacology and Therapeutics","J Ocul Pharmacol Ther","",""
"Journal - Oklahoma State Medical Association","J Okla State Med Assoc","",""
"Journal of The Optical Society Of America A. Optics, IMAge Science, and Vision","J Opt Soc Am A Opt Image Sci Vis","",""
"Journal of Oral and Maxillofacial Surgery","J Oral Maxillofac Surg","",""
"Journal of Oral Pathology and Medicine","J Oral Pathol Med","",""
"Journal of Oral Rehabilitation","J Oral Rehabil","",""
"Journal of Orthopaedic Research","J Orthop Res","",""
"Journal of Orthopaedic and Sports Physical Therapy","J Orthop Sports Phys Ther","",""
"Journal of Orthopaedic Trauma","J Orthop Trauma","",""
"Journal of Otolaryngology","J Otolaryngol","",""
"Journal of Paediatrics and Child Health","J Paediatr Child Health","",""
"Journal of Pain and Symptom Management","J Pain Symptom Manage","",""
"Journal of Palliative Care","J Palliat Care","",""
"Journal of Parasitology","J Parasitol","",""
"Journal of Pathology","J Pathol","",""
"Journal of Pediatric and Adolescent Gynecology","J Pediatr Adolesc Gynecol","",""
"Journal of Pediatric Endocrinology and Metabolism","J Pediatr Endocrinol Metab","",""
"Journal of Pediatric Gastroenterology and Nutrition","J Pediatr Gastroenterol Nutr","",""
"Journal of Pediatric Hematology/Oncology","J Pediatr Hematol Oncol","",""
"Journal of Pediatric Nursing","J Pediatr Nurs","",""
"Journal of Pediatric Oncology Nursing","J Pediatr Oncol Nurs","",""
"Journal of Pediatric Ophthalmology and Strabismus","J Pediatr Ophthalmol Strabismus","",""
"Journal of Pediatric Orthopaedics. Part B","J Pediatr Orthop B","",""
"Journal of Pediatric Orthopedics","J Pediatr Orthop","",""
"Journal of Pediatric Psychology","J Pediatr Psychol","",""
"Journal of Pediatric Surgery","J Pediatr Surg","",""
"Journal of Pediatrics","J Pediatr","",""
"Journal of Peptide Research","J Pept Res","",""
"Journal of Peptide Science","J Pept Sci","",""
"Journal of Perinatal Medicine","J Perinat Med","",""
"Journal of Perinatology","J Perinatol","",""
"Journal of Periodontal Research","J Periodontal Res","",""
"Journal of Periodontology","J Periodontol","",""
"Journal of Personality","J Pers","",""
"Journal of Personality Assessment","J Pers Assess","",""
"Journal of Personality Disorders","J Personal Disord","",""
"Journal of Personality and Social Psychology","J Pers Soc Psychol","",""
"Journal of Pharmaceutical and Biomedical Analysis","J Pharm Biomed Anal","",""
"Journal of Pharmaceutical Sciences","J Pharm Sci","",""
"Journal de Pharmacie De Belgique","J Pharm Belg","",""
"Journal of Pharmacokinetics and Biopharmaceutics","J Pharmacokinet Biopharm","",""
"Journal of Pharmacological and Toxicological Methods","J Pharmacol Toxicol Methods","",""
"Journal of Pharmacology and Experimental Therapeutics","J Pharmacol Exp Ther","",""
"Journal of Pharmacy and Pharmacology","J Pharm Pharmacol","",""
"Journal of Photochemistry and Photobiology. B, Biology","J Photochem Photobiol B","",""
"Journal of Physiology","J Physiol (Lond)","",""
"Journal of Physiology, Paris","J Physiol Paris","",""
"Journal of Physiology and Pharmacology","J Physiol Pharmacol","",""
"Journal of Pineal Research","J Pineal Res","",""
"Journal of Postgraduate Medicine","J Postgrad Med","",""
"Journal of Professional Nursing","J Prof Nurs","",""
"Journal of Prosthetic Dentistry","J Prosthet Dent","",""
"Journal of Protein Chemistry","J Protein Chem","",""
"Journal of Psychiatric Research","J Psychiatr Res","",""
"Journal of Psychiatry and Neuroscience","J Psychiatry Neurosci","",""
"Journal of Psychoactive Drugs","J Psychoactive Drugs","",""
"Journal of Psycholinguistic Research","J Psycholinguist Res","",""
"Journal of Psychology","J Psychol","",""
"Journal of Psychopharmacology","J Psychopharmacol (Oxf)","",""
"Journal of Psychosocial Nursing and Mental Health Services","J Psychosoc Nurs Ment Health Serv","",""
"Journal of Psychosomatic Obstetrics and Gynaecology","J Psychosom Obstet Gynaecol","",""
"Journal of Psychosomatic Research","J Psychosom Res","",""
"Journal of Psychotherapy Practice and Research","J Psychother Pract Res","",""
"Journal of Public Health Dentistry","J Public Health Dent","",""
"Journal of Public Health Medicine","J Public Health Med","",""
"Journal of Public Health Policy","J Public Health Policy","",""
"Journal of Quality In Clinical Practice","J Qual Clin Pract","",""
"Journal of Radiation Research","J Radiat Res (Tokyo)","",""
"Journal of Radiological Protection","J Radiol Prot","",""
"Journal de Radiologie","J Radiol","",""
"Journal of Receptor and Signal Transduction Research","J Recept Signal Transduct Res","",""
"Journal of Reconstructive Microsurgery","J Reconstr Microsurg","",""
"Journal of Refractive Surgery","J Refract Surg","",""
"Journal of Rehabilitation Research and Development","J Rehabil Res Dev","",""
"Journal of Reproduction and Fertility","J Reprod Fertil","",""
"Journal of Reproduction and Fertility. Abstract Series","J Reprod Fertil Abstr Ser","",""
"Journal of Reproduction and Fertility. Supplement","J Reprod Fertil Suppl","",""
"Journal of Reproductive Immunology","J Reprod Immunol","",""
"Journal of Reproductive Medicine","J Reprod Med","",""
"Journal of Rheumatology","J Rheumatol","",""
"Journal of Rheumatology. Supplement","J Rheumatol Suppl","",""
"Journal of The Royal Army Medical Corps","J R Army Med Corps","",""
"Journal of The Royal College Of Physicians Of London","J R Coll Physicians Lond","",""
"Journal of The Royal College Of Surgeons Of Edinburgh","J R Coll Surg Edinb","",""
"Journal of The Royal Naval Medical Service","J R Nav Med Serv","",""
"Journal of The Royal Society Of Health","J R Soc Health","",""
"Journal of The Royal Society Of Medicine","J R Soc Med","",""
"Journal of School Health","J Sch Health","",""
"Journal of Sex and Marital Therapy","J Sex Marital Ther","",""
"Journal of Shoulder and Elbow Surgery","J Shoulder Elbow Surg","",""
"Journal of Sleep Research","J Sleep Res","",""
"Journal of Small Animal Practice","J Small Anim Pract","",""
"Journal of Smooth Muscle Research (Hirosaki-Shi","J Smooth Muscle Res","",""
"Journal of Social Psychology","J Soc Psychol","",""
"Journal of The Society For Gynecologic Investigation","J Soc Gynecol Investig","",""
"Journal of The Society For Health Systems","J Soc Health Syst","",""
"Journal of The Society Of Pediatric Nurses","J Soc Pediatr Nurs","",""
"Journal of The South African Veterinary Association","J S Afr Vet Assoc","",""
"Journal - South Carolina Medical Association","J S C Med Assoc","",""
"Journal of The Southern Orthopaedic Association","J South Orthop Assoc","",""
"Journal of Speech, Language, and Hearing Research","J Speech Lang Hear Res","",""
"Journal of Spinal Cord Medicine","J Spinal Cord Med","",""
"Journal of Spinal Disorders","J Spinal Disord","",""
"Journal of Sports Medicine and Physical Fitness","J Sports Med Phys Fitness","",""
"Journal of Sports Sciences","J Sports Sci","",""
"Journal of Steroid Biochemistry and Molecular Biology","J Steroid Biochem Mol Biol","",""
"Journal of Structural Biology","J Struct Biol","",""
"Journal of Studies on Alcohol","J Stud Alcohol","",""
"Journal of Studies on Alcohol. Supplement","J Stud Alcohol Suppl","",""
"Journal of Submicroscopic Cytology and Pathology","J Submicrosc Cytol Pathol","",""
"Journal of Substance Abuse","J Subst Abuse","",""
"Journal of Substance Abuse Treatment","J Subst Abuse Treat","",""
"Journal of Surgical Oncology","J Surg Oncol","",""
"Journal of Surgical Oncology. Supplement","J Surg Oncol Suppl","",""
"Journal of Surgical Research","J Surg Res","",""
"Journal of Telemedicine and Telecare","J Telemed Telecare","",""
"Journal of Theoretical Biology","J Theor Biol","",""
"Journal of Thoracic and Cardiovascular Surgery","J Thorac Cardiovasc Surg","",""
"Journal of Tongji Medical University","J Tongji Med Univ","",""
"Journal of Toxicological Sciences","J Toxicol Sci","",""
"Journal of Toxicology. Clinical Toxicology","J Toxicol Clin Toxicol","",""
"Journal of Toxicology and Environmental Health","J Toxicol Environ Health","",""
"Journal of Trace Elements In Medicine and Biology","J Trace Elem Med Biol","",""
