"Informationen zu Naturschutz und Landschaftspflege in Nordwestdeutschland","Inf. Nat.schutz Landsch.pfl. Nordwestdtschl.",""
"Informationsberichte des Bayerischen Landesamtes für Wasserwirtschaft","Inf.ber.  Bayer.  Landesamtes  Wasserwirtsch.",""
"Informationsblatt des Forschungsbereiches Landschaft","Inf.bl. Forsch.bereiches Landsch.",""
"Informationsblatt des Forschungsbereiches Landschaftsökologie","Inf.bl. Forsch.bereiches Landsch.ökol.",""
"Informationsdienst Naturschutz Niedersachsen","Inf.dienst Nat.schutz Niedersachs.",""
"Informatore botanico italiano","Inf. bot. ital.",""
"Ingenieria Quimica (Madrid)","Ing. Quim.",""
"Ingenieurbiologie Mitteilungsblatt","Ing.biol. Mitt.bl.",""
"Inorganic Chemistry (Washington, DC, United States)","Inorg. Chem. (Washington, DC, U. S.)",""
"Inorganic Reaction Mechanisms (Philadelphia, PA, United States)","Inorg. React. Mech. (Philadelphia, PA, U. S.)",""
"Integrated Ferroelectronics","Integr. Ferroelectr.",""
"Intelligent Systems Engineering","Intell. Syst. Eng.",""
"Interdisciplinary Neurosurgery: Advanced Techniques and Case Management","Interdiscip. Neurosurg. Adv. Tech. Case Manage.",""
"International Annual Conference of ICT","Int. Annu. Conf. ICT",""
"International Aquatic Research","Int. Aquat. Res,",""
"International Archives of Photogrammetry and Remote Sensing","Int. Arch. Photogramm. Remote Sens.",""
"International Biodeterioration and Biodegradation","Int. Biodeterior. Biodegrad.",""
"International Congress Series - Excerpta Medica","Int. Congr. Ser. - Excerpta Med.",""
"International Corrosion Conference Series","Int. Corros. Conf. Ser.",""
"International DATA Series, Selected Data on Mixtures, Series A: Thermodynamic Properties of Non-Reacting Binary Systems of Organic Substances","Int. DATA Ser., Sel. Data Mixtures, Ser. A",""
"International Forest Fire News","Int. For. Fire News",""
"International Journal of Aeronautical and Space Sciences","Int. J. Aeronaut. Space Sci.",""
"International Journal of Applied Science and Technology","Int. J. Appl. Sci. Technol.",""
"International Journal of Biometeorologie","Int. J. Biometeorol.",""
"International Journal of Cardiology-Heart & Vessels","Int. J. Cardiol. Heart Vessels",""
"International Journal of Cardiology-Metabolic & Endocrine","Int. J. Cardol. Metab. Endocr.",""
"International Journal of Chemical and Analytical Science","Int. J. Chem. Anal. Sci.",""
"International Journal of Chemistry","Int. J. Chem.",""
"International Journal of Child-Computer Interaction","Int. J. Child-Comput. Interact.",""
"International Journal of Clinical and Experimental Medicine","Int. J. Clin. Exp. Med.",""
"International Journal of Current Trends in Science and Technology","Int. J. Curr. Trends Sci. Technol.",""
"International Journal of Dental Science and Research","Int. J. Dent. Sci. Res.",""
"International Journal of Disaster Risk Reduction","Int. J. Disaster Risk Reduct.",""
"International Journal of Electrical, Computer, and Systems Engineering","Int. J. Electr. Comput. Syst. Eng.",""
"International Journal of Endocrinology and Metabolism","Int. J. Endocrinol. Metab.",""
"International Journal of Energy and Environment","Int. J. Energy Environ.",""
"International Journal of Engineering, Transactions A:","Int. J. Eng., Trans. A:",""
"International Journal of Food Contamination","Int. J. Food Contam.",""
"International Journal of Geo-Engineering","Int. J. Geo-Eng.",""
"International Journal of Green Nanotechnology","Int. J. Green Nanotechnol.",""
"International Journal of Marine Energy","Int. J. Mar. Energy",""
"International Journal of Metrology and Quality Engineering","Int.J. Metrol. Qual. Eng.",""
"International Journal of Nonlinear Modelling in Science and Engineering","Int. J. Nonlinear Model. Sci. Eng.",""
"International Journal of Paleopathology","Int. J. Paleopathol.",""
"International Journal of Pharmacy and Pharmaceutical Sciences","Int. J. Pharm. Pharm. Sci.",""
"International Journal of Powder Metallurgy (Princeton, New Jersey)","Int. J. Powder Metall. (Princeton, N. J.)",""
"International Journal of Streel Structures","Int. J. Steel Struct.",""
"International Journal of Sustainable Build Environment","Int. J. Sustainable Built Environ.",""
"International Journal of Transportation Science and Technology","Int. J. Transp. Sci. Technol.",""
"International Lichenological Newsletter","Int. Lichenol. Newsl.",""
"International SAMPE Symposium and Exhibition","Int. SAMPE Symp. Exhib.",""
"International Tree Crops Journal","Int. Tree Crops J.",""
"Internationale Mitteilungen für Bodenkunde","Int. Mitt. Bodenkd.",""
"Internet Computing","Internet Comput.",""
"Internet Interventions","Internet Interventions",""
"Inzhenerno-Fizicheskii Zhurnal","Inzh.-Fiz. Zh.",""
"Italia forestale e montana, L’","Ital. for. mont.",""
"Iyakuhin Kenkyu","Iyakuhin Kenkyu",""
"Izmeritel'naya Tekhnika","Izmer. Tekh.",""
"Izvestiya Akademii Nauk Gruzii, Seriya Khimicheskaya","Izv. Akad. Nauk Gruz. SSR, Ser. Khim.",""
"Izvestiya Akademii Nauk Respubliki Kazakhstan, Seriya Khimicheskaya","Izv. Akad. Nauk Kaz. SSR, Ser. Khim.",""
"Izvestiya Akademii Nauk, Seriya Fizicheskaya","Izv. Akad. Nauk, Ser. Fiz.",""
"Izvestiya Akademii Nauk, Seriya Geologicheskaya","Izv. Akad. Nauk SSSR, Ser. Geol.",""
"Izvestiya Natsional'noi Akademii Nauk Respubliki Kazakhstan, Seriya Khimicheskaya","Izv. Nats. Akad. Nauk Resp. Kaz., Ser. Khim.",""
"Izvestiya Rossiiskoi Akademii Nauk, Seriya Fizicheskaya","Izv. Ross. Akad. Nauk, Ser. Fiz.",""
"Izvestiya Vysshikh Uchebnykh Zavedenii, Chernaya Metallurgiya","Izv. Vyssh. Uchebn. Zaved., Chern. Metall.",""
"Izvestiya Vysshikh Uchebnykh Zavedenii, Fizika","Izv. Vyssh. Uchebn. Zaved., Fiz.",""
"Izvestiya Vysshikh Uchebnykh Zavedenii, Tsvetnaya Metallurgiya","Izv. Vyssh. Uchebn. Zaved., Tsvetn. Metall.",""
"JCP: Biochemical Physics","JCP: Biochem. Phys.",""
"JJournal of Agricultural Safety and Health","J. Agric. Saf. Health",""
"JMM Case Reports","JMM Case Rep.",""
"JOT Journal für Oberflaechentechnik","JOT, J. Oberflaechentech.",""
"Jagd und Natur","Jagd Nat.",""
"Jahrbuch Schweizerische Akademie der Naturwissenschaften","Jahrb. Schweiz. Akad. Nat.wiss.",""
"Jahrbuch der Schweizerischen naturforschenden Gesellschaft","Jahrb. Schweiz. nat.forsch. Ges.",""
"Jahrbuch der St. Gallischen Naturwissenschaftlichen Gesellschaft","Jahrb. St. Gallische Nat.wiss. Ges.",""
"Jahrbuch der schweizerischen Wald- und Holzwirtschaft","Jahrb. schweiz. Wald- Holzwirtsch.",""
"Jahrbuch des Oberaargaus","Jahrb. Oberaargau",""
"Jahrbuch des Schweizerischen Wasserwirtschaftsverbandes","Jahrb. Schweiz. Wasserwirtschafts-verb.",""
"Jahrbuch des Vereins zum Schutze der Alpenpflanzen und -Tiere","Jahrb. Ver. Schutz Alp.pflanzen -Tiere",""
"Jahrbuch für Naturschutz und Landschaftspflege","Jahrb. Nat.schutz Landsch.pfl.",""
"Jahrbuch vom Thuner- und Brienzersee","Jahrb. Thuner- Brienzersee",""
"Jahrbuch vom Zürichsee","Jahrb. Zür.see",""
"Jahresbericht Lignum","Jahresber. Lignum",""
"Jahresbericht der Naturforschenden Gesellschaft Graubünden","Jahresber. Nat.forsch. Ges. Graubünden",""
"Jahreshefte des Vereins für vaterländische Naturkunde in Württemberg","Jahresh. Ver. vaterl. Nat.kd. Württ.",""
"Japanese Journal of Applied Physics, Part 1: Regular Papers, Brief Communications & Review Papers","Jpn. J. Appl. Phys., Part 1",""
"Japanese Journal of Applied Physics, Part 2: Letters & Express Letters","Jpn. J. Appl. Phys., Part 2",""
"Japanese Journal of Applied Physics, Part I: Regular Papers and Short Notes","Jpn. J. Appl. Phys., Part 1",""
"Japanese Journal of Applied Physics, Part II: Letters","Jpn. J. Appl. Phys., Part 2",""
"Japanese Journal of Forensic Toxicology","Jpn. J. Forensic Toxicol.",""
"Jiegou Huaxue","Jiegou Huaxue",""
"Jinshu Rechuli","Jinshu Rechuli",""
"JoVE Chemistry","JoVE Chem.",""
"Jounal of Wildlife Research","J. Wildl. Res.",""
"Journal Canadien des Sciences de la Terre","J. Can. Sci. Terre",""
"Journal de la Societa de Biologie","J. Soc. Biol.",""
"Journal for ImmunoTherapy of Cancer","J. ImmunoTher. Cancer",""
"Journal forestier suisse","J. for. suisse",""
"Journal fur Klinische Endokrinologie und Stoffwechsel","J. Klin. Endokrinolog. Stoffwechsel",""
"Journal für Ornithologie","J. Ornithol.",""
"Journal für Praktische Chemie","J. Prakt. Chem.",""
"Journal für Verbraucherschutz und Lebensmittelsicherheit","J. Verbraucherschutz Lebensmittelsicherh.",""
"Journal of Addiction Research & Therapy","J. Addict. Res. Ther.",""
"Journal of Advanced Microscopy Research","J. Adv. Microsc. Res.",""
"Journal of Advanced Pharmaceutical Technology & Research","J. Adv. Pharm. Technol. Res.",""
"Journal of Advances in Chemical Physics","J. Adv. Chem. Phys.",""
"Journal of Advances in Modeling Earth Systems","J. Adv. Model. Earth Syst.",""
"Journal of Agriculture, Food Systems, and Community Development","J. Agric. Food Sys. Community Dev.",""
"Journal of Analytical Science and Technology","J. Anal. Sci. Technol.",""
"Journal of Animal Science (Savoy, IL, United States)","J. Anim. Sci. (Savoy, IL, U. S.)",""
"Journal of Animal Science and Biotechnology","J. Anim. Sci. Biotechnol.",""
"Journal of Appled Electrochemistry","J. Appl. Electrochem.",""
"Journal of Applied Aquaculture","J. Appl. Aquacult.",""
"Journal of Applied Polymer Science: Applied Polymer Symposium","J. Appl. Polym. Sci.: Appl. Polym. Symp.",""
"Journal of Applied Research on Medicinal and Aromatic Plants","J. Appl. Res. Med. Aromat. Plants",""
"Journal of Archaeological Science: Reports","J. Archaeol. Sci.: Rep.",""
"Journal of Asia-Pacific Biodiversity","J. Asia-Pac. Biodivers.",""
"Journal of Asian Ceramic Societies","J. Asian Ceram. Soc.",""
"Journal of Assistive, Rehabilitative and Therapeutic Technologies","J. Assistive Rehabil. Ther. Technol.",""
"Journal of Astronomical Telescopes, Instruments, and Systems","J. Astron. Telesc. Instrum. Syst.",""
"Journal of Bioactive and Bocompatible Polymers","J. Bioact. Compat. Polym.",""
"Journal of Biochemistry (Tokyo, Japan)","J. Biochem. (Tokyo, Jpn.)",""
"Journal of Bioequivalence & Bioavailability","J. Bioequivalence Bioavailability",""
"Journal of Biomedial Materials ResearchPart A","J. Biomed. Mater. Res. Part A",""
"Journal of Cardiovascular Computed Tomography","J. Cardiovasc. Comput. Tomogr.",""
"Journal of Chemical Sciences (Bangalore, India)","J. Chem. Sci. (Bangalore, India)",""
"Journal of Cheminformatics","J. Cheminf.",""
"Journal of Chromatography, A","J. Chromatogr., A",""
"Journal of Chromatography, B: Analytical Technologies in the Biomedical and Life Sciences","J. Chromatogr., B: Anal. Technol. Biomed. Life Sci.",""
"Journal of Clinical Bioinformatics","J. Clin. Bioinf.",""
"Journal of Clinical Imaging Science","J. Clin. Imaging Sci.",""
"Journal of Clinical Medicine Research","J. Clin. Med. Res.",""
"Journal of Clinical and Experimental Dentistry","J. Clin. Exp. Dent.",""
"Journal of Comparative Effectiveness Research","J. Comp. Eff. Res.",""
"Journal of Computational Design and Engineering","J. Comput. Des. Eng.",""
"Journal of Computing Science and Engineering","J. Comput. Sci. Eng.",""
"Journal of Electrical Engineering and Technology","J. Electr. Eng. Technol.",""
"Journal of Electrical Systems and Information Technology","J. Electr. Syst. Inf. Technol.",""
"Journal of Electronic Science and Technology","J. Electron. Sci. Technol.",""
"Journal of Engineering","J. Eng.",""
"Journal of Environment Biology","J. Environ. Biol.",""
"Journal of Environment Health","J. Environ. Health",""
"Journal of Environment Management","J. Environ. Manage.",""
"Journal of Environment Quality","J. Environ. Qual.",""
"Journal of Environment Radioactivity","J. Environ. Radioact.",""
"Journal of Environment Science and Health, Part A Environmental Science","J. Environ. Sci. Health., Part A",""
"Journal of Environment Science and Health, Part B Pesticides","J. Environ. Sci. Health., Part B",""
"Journal of Environmental Solutions for Oil, Gas, and Mining","J. Environ. Solutions Oil Gas Min.",""
"Journal of Facade Design and Engineering","J. Facade Des. Eng.",""
"Journal of Fiber Bioengineering and Informatics","J. Fiber Bioeng. Inf.",""
"Journal of Food, Agriculture & Environment","J. Food Agric. Environ.",""
"Journal of Forensic Dental Sciences","J. Forensic Dent. Sci.",""
"Journal of Forensic Radiology and Imaging","J. Forensic Radiol. Imaging",""
"Journal of Genome Science and Technology","J. Genome Sci. Technol.",""
"Journal of Geophysical Research, [Biogeosciences]","J. Geophys. Res. [Biogeosci.]",""
"Journal of Geophysical Research, [Earth Surface]","J. Geophys. Res. [Earth Surface]",""
"Journal of Geophysical Research, [Oceans]","J. Geophys. Res. [Oceans]",""
"Journal of Geophysical Research, [Planets]","J. Geophys. Res. [Planets]",""
"Journal of Geophysical Research, [Solid Earth]","J. Geophys. Res. [Solid Earth]",""
"Journal of Geophysical Research, [Space Physics]","J. Geophys. Res. [Space Phys.]",""
"Journal of Ginseng Research","J. Ginseng Res.",""
"Journal of High Energy Astrophysics","J. High Energy Astrophys.",""
"Journal of Holography and Speckle","J. Hologr. Speckle",""
"Journal of Hydrology: Regional Studies","J. Hydrol.: Reg. Stud.",""
"Journal of Industrial and Engineering Chemistry (Seoul, Republic of Korea)","J. Ind. Eng. Chem. (Seoul, Repub. Korea)",""
"Journal of Information Processing Systems","J. Inf. Process. Syst.",""
"Journal of Insects as Food and Feed","J. Insects Food Feed",""
"Journal of Intelligent Transportation Systems: Technology, Planning, and Operations","J. Intell. Transp. Syst. Technol. Plann. Oper.",""
"Journal of Investigative Medicine High Impact Case Reports","J. Invest. Med. High Impact Case Rep.",""
"Journal of Investigative and Clinical Dentistry","J. Invest. Clin. Dent.",""
"Journal of Japanese Botany","J. Jpn. Bot.",""
"Journal of Korean Institute of Metals and Materials","J. Korean Inst. Met. Mater.",""
"Journal of Low Power Electronics","J. Low Power Electron.",""
"Journal of Macromolecular Science, Part C: Polymer Reviews","J. Macromol. Sci., Part C: Polym. Rev.",""
"Journal of Macromolecular Science, Physics","J. Macromol. Sci., Phys.",""
"Journal of Macromolecular Science, Polymer Reviews","J. Macromol. Sci., Polym. Rev.",""
"Journal of Macromolecular Science, Pure and Applied Chemistry","J. Macromol. Sci., Pure Appl. Chem.",""
"Journal of Materials Chemistry A","J. Mater. Chem.A",""
"Journal of Materials Chemistry B","J. Mater. Chem. B",""
"Journal of Materials Chemistry C","J. Mater. Chem. C",""
"Journal of Materials Science and Engineering","J. Mater. Sci. Eng",""
"Journal of Medical Hypotheses & Ideas","J. Med. Hypotheses Ideas",""
"Journal of Medical Imaging","J. Med. Imaging",""
"Journal of Medical Radiation Sciences","J. Med. Radiat. Sci.",""
"Journal of Metallurgy and Materials Science","J. Metall. Mater. Sci.",""
"Journal of Microelectronic Systems","J. Microelectromech. Syst.",""
"Journal of Microelectronics and Electronic Packaging","J. Microelectron. Electron. Packag.",""
"Journal of Modern Power Systems and Clean Energy","J. Mod Power Syst. Clean Energy",""
"Journal of Molecular Psychiatry","J. Mol. Psychiatry",""
"Journal of Nano Energy and Power Research","J. Nano Energy Power Res.",""
"Journal of Neural Transmission: General Section","J. Neural Transm.: Gen. Sect.",""
"Journal of New England Water Environment Association","J. N. Engl. Water Environ. Assoc.",""
"Journal of New England Water Works Association","J. N. Engl. Water Works Assoc.",""
"Journal of Nuclear Science and Technology (Tokyo, Japan)","J. Nucl. Sci. Technol. (Tokyo, Jpn.)",""
"Journal of Operational Meteorology","J. Oper. Meteorol.",""
"Journal of Pharmaceutical Analysis","J. Pharm. Anal.",""
"Journal of Pharmaceutical Policy and Practice","J. Pharm. Policy Pract.",""
"Journal of Pharmacological Sciences (Tokyo, Japan)","J. Pharmacol. Sci. (Tokyo, Jpn.)",""
"Journal of Pharmacy Research","J. Pharm. Res.",""
"Journal of Photogrammetry and Remote Sensing","J. Photogramm. Remote Sens.",""
"Journal of Photonics for Energy","J. Photonics Energy",""
"Journal of Plant Protection Research","J. Plant Prot. Res.",""
"Journal of Radiation Research and Applied Sciences","J. Radiat. Res. Appl. Sci.",""
"Journal of Rail Transport Planning and Management","J. Rail Transp. Plann. Manage.",""
"Journal of Remanufacturing","J. Remanuf.",""
"Journal of Residuals Science and Technology","J. Residuals Sci. Technol.",""
"Journal of Rheology (New York, NY, United States)","J. Rheol. (N. Y., NY, U. S.)",""
"Journal of Rock Mechanics and Geotechnical Engineering","J. Rock Mech. Geotech. Eng.",""
"Journal of Scientific Conference Proceedings","J. Sci. Conf. Proc.",""
"Journal of Sensors and Sensor Systems","J. Sens. Sens. Syst.",""
"Journal of Soil Science, The","J. Soil Sci.",""
"Journal of Space Weather and Space Climate","J. Space Weather Space Clim.",""
"Journal of Sustainable Forestry","J. Sustainable For.",""
"Journal of Systems Chemistry","J. Syst. Chem.",""
"Journal of Therapeutic Ultrasound","J. Ther. Ultrasound",""
"Journal of Toxicology - Clinical Toxicology","J. Toxicol. Clin. Toxicol.",""
"Journal of Toxicology and Environmental Health, Part A","J. Toxicol. Environ. Health, Part A",""
"Journal of Uncertainty Analysis and Applications","J. Uncertainty Anal. Appl.",""
"Journal of Urban Ecology","J. Urban Ecol.",""
"Journal of Vacuum Science & Technology, B: Microelectronics Processing and Phenomena","J. Vac. Sci. Technol., B",""
"Journal of Vacuum Science & Technology, B: Microelectronics and Nanometer Structures--Processing, Measurement, and Phenomena","J. Vac. Sci. Technol., B: Microelectron. Nanometer Struct.--Process., Meas., Phenom.",""
"Journal of Water Process Engineering","J. Water Process Eng.",""
"Journal of Water and Climate Change","J. Water Clim. Change",""
"Journal of Wetlands Ecology","J. Wetlands Ecol.",""
"Journal of Women and Minorities in Science and Engineering","J. Women Minorities Sci. Eng.",""
"Journal of Zoology (London)","J. Zool. (London)",""
"Journal of the Association for Crime Scene Reconstruction","J. Assoc. Crime Scene Reconstr.",""
"Journal of the Brazilian Computer Society","J. Braz. Comput. Soc.",""
"Journal of the British Institution of Radio Engineers","J. Br. Inst. Radio Eng.",""
"Journal of the British Waterworks Association","J. Br. Waterworks Assoc.",""
"Journal of the Chinese Chemical Society (Taipei, Taiwan)","J. Chin. Chem. Soc. (Taipei, Taiwan)",""
"Journal of the Earth and Space Physics","J. Earth Space Phys.",""
"Journal of the Electrochemical Society of India","J. Electrochem. Soc. India",""
"Journal of the Faculty of Agriculture, Shinshu University","J. Fac. Agric., Shinshu Univ.",""
"Journal of the Geological Society of China","J. Geol. Soc. China",""
"Journal of the Indian Society of Soil Science","J. Indian Soc. Soil Sci.",""
"Journal of the Institution of Electrical Engineers","J. Inst. Electr. Eng.",""
"Journal of the Institution of Production Engineers","J. Inst. Prod. Eng.",""
"Journal of the Korea Institute of Applied Superconductivity and Cryogenics","J. Korea Inst. Appl. Supercond. Cryog. Inst.",""
"Journal of the Marine Biology Association of the United Kingdom","J. mar. biol. Ass. U.K.",""
"Journal of the National Cancer Institute (1988)","J. Natl. Cancer Inst.",""
"Journal of the Optical Society of America B","J. Opt. Soc. Am. B",""
"Journal of the Royal Statistical Society: Series B (Statistical Methodology)","J. R. Stat. Soc. B",""
"Journal of the Russell Society","J. Russell Soc.",""
"Journal of the South African Institute of Civil Engineering","J. South Afr. Inst. Civil Eng.",""
"KEK Proceedings","KEK Proc.",""
"KORA Bericht","KORA Ber.",""
"Kagaku (Kyoto)","Kagaku (Kyoto)",""
"Kagaku Kogaku","Kagaku Kogaku",""
"Kagaku to Seibutsu","Kagaku to Seibutsu",""
"Kako Gijutsu (Osaka)","Kako Gijutsu (Osaka)",""
"Kan, Tan, Sui","Kan, Tan, Sui",""
"Karbala International Journal of Modern Science","Karbala Int. J. Mod. Sci.",""
"Karstenia","Karstenia",""
"Kauchuk i Rezina","Kauch. Rezina",""
"Kemia - Kemi","Kem.-Kemi",""
"Kemikaru Enjiniyaringu","Kemikaru Enjiniyaringu",""
"Kew Bulletin","Kew Bull.",""
"Khimicheskaya Promyshlennost (St. Petersburg, Russian Federation)","Khim. Prom-st. (St. Petersburg, Russ. Fed.)",""
"Khimicheskie Volokna","Khim. Volokna",""
"Khimicheskoe i Neftyanoe Mashinostroenie","Khim. Neft. Mashinostr.",""
"Khimiya Drevesiny","Khim. Drev.",""
"Khimiya Tverdogo Topliva (Moscow, Russian Federation)","Khim. Tverd. Topl. (Moscow, Russ. Fed.)",""
"Khimiya Vysokikh Energii","Khim. Vys. Energ.",""
"Khimiya i Tekhnologiya Topliv i Masel","Khim. Tekhnol. Topl. Masel",""
"Khimizatsiya Sel'skogo Khozyaistva","Khim. Sel'sk. Khoz.",""
"Kino Zairyo","Kino Zairyo",""
"Kleine Senckenbergreihe","Kleine Senckenb.r.",""
"Kogyo Zairyo","Kogyo Zairyo",""
"Koks i Khimiya","Koks Khim.",""
"Kokuritsu Kogai Kenkyusho Tokubetsu Kenkyu Hokoku","Kokuritsu Kogai Kenkyusho Kenkyu Hokoku",""
"Kolloidn Zhurnal","Kolloidn Zh.",""
"Kompetenz-Zentrum Holz","Kompet.-Zent. Holz",""
"Kompleksnoe Ispol'zovanie Mineral'nogo Syr'ya","Kompleksn. Ispol'z. Miner. Syr'ya",""
"Korean Journal of Materials Research","Korean J. Mater. Res.",""
"Kozhevenno-Obuvnaya Promyshlennost","Kozh.-Obuvn. Prom-st.",""
"Kratkie Soobshcheniya po Fizike","Kratk. Soobshch. Fiz.",""
"Kunststoffe","Kunststoffe",""
"Kvantovaya Elektronika (Moscow)","Kvantovaya Elektron. (Moscow)",""
"LC-GC","LC-GC",""
"Lakokrasochnye Materialy i Ikh Primenenie","Lakokras. Mater. Ikh Primen.",""
"Lancet Diabetes and Endocrinology","Lancet Diabetes Endocrinol.",""
"Landeshydrologie und -geologie, Mitteilung","Landeshydrol. -geol., Mitt.",""
"Landscape Journal","Landsc. J.",""
"Landschaft Aargau","Landsch. Aargau",""
"Landschaftsentwicklung und Umweltforschung","Landsch.entwickl. Umweltforsch.",""
"Landschaftsgenese und Landschaftsökologie","Landsch.genes. Landsch.ökol.",""
"Landschaftspflege und Vegetationskunde","Landsch.pfl. Veg.kd.",""
"Landschaftsökologie und Umweltforschung","Landsch.ökol. Umweltforsch.",""
"Landwirtschaftliches Jahrbuch der Schweiz","Landwirtsch. Jahrb. Schweiz",""
"Laser and Photonics Reviews","Laser Photonics Rev.",""
"Laufener Seminarbeiträge","Laufener Semin.beitr.",""
"Leaflet Agricultural Research Organization, Division of Forestry","Leafl. Agric. Res. Organ., Div. For.",""
"Lebensmittel-Wissenschaft und -Technologie","Lebensm.-Wiss. Technol.",""
"Leitz, Mitteilungen für Wissenschaft und Technik","Leitz, Mitt. Wiss. Tech.",""
"Lietuvos Fizikos Rinkinys","Liet. Fiz. Rinkinys",""
"Life Sciences in Space Research","Life Sci. Space Res.",""
"Light Metals (Warrendale, Pennsylvania)","Light Met. (Warrendale, Pa.)",""
"Lihua Jianyan, Huaxue Fence","Lihua Jianyan, Huaxue Fence",""
"Limnology and Oceanography Bulletin","Limnol. Oceanogr. Bull.",""
"Limnology and Oceanography: Fluids and Environments","Limnol. Oceanogr. Fluids Environ.",""
"Limnology and Oceanography: Methods","Limnol. Oceanogr. Methods",""
"Limosa","Limosa",""
"Linea Ecologica","Linea Ecol.",""
"Linzer biologische Beiträge","Linz. biol. Beitr.",""
"Liteinoe Proizvodstvo","Liteinoe Proizvod.",""
"Local land and soil news","Local land soil news",""
"Lundqua Report","Lundqua Rep.",""
"LÖBF-Mitteilungen, Landesanstalt für Ökologie, Bodenordnung und Forsten / Landesamt für Agrarordnung, Nordrhein-Westfalen","LÖBF-Mitt., Landesanst. Ökol. Bodenordn. Forsten, Landesamt Agrarordn. Nordrh.-Westfal.",""
"LÖBF-Schriftenreihe, Landesanstalt für Ökologie, Bodenordnung und Forsten, Nordrhein-Westfalen","LÖBF-Schr.reihe, Landesanst. Ökol. Bodenordn. Forsten Nordrh.-Westfal.",""
"LÖLF-Mitteilungen, Landesanstalt für Ökologie, Landschaftsentwicklung und Forstplanung, Nordrhein-Westfalen","LÖLF-Mitt., Landesanst. Ökol. Landsch.entwickl.  Forstplan., Nordrh.-Westfal.",""
"Magyar Kemiai Folyoirat, Kemiai Kozlemenyek","Magy. Kem. Foly., Kem. Kozl.",""
"Malayan Journal of Tropical Geography","Malayan J. Trop. Geogr.",""
"Malayan Nature Journal, The","Malayan Nat. J.",""
"Malaysian Forester, The","Malays. For.",""
"Mammalian Biology - Zeitschrift fur Saugetierkunde","Mamm. Biol. Z. Saugetierkd.",""
"Manufacturing Review","Manuf. Rev.",""
"Maple Technical Newsletter, The","Maple Tech. Newsl.",""
"Marine & Freshwater Research","Mar. Freshwater Res.",""
"Materials Engineering (Modena, Italy)","Mater. Eng. (Modena, Italy)",""
"Materials Research Society Symposia Proceedings","Mater. Res. Soc. Symp. Proc.",""
"Materials Science & Engineering, B: Solid-State Materials for Advanced Technology","Mater. Sci. Eng., B",""
"Materials Science & Engineering, C: Biomimetic and Supramolecular Systems","Mater. Sci. Eng., C",""
"Materials Science & Engineering, R: Reports","Mater. Sci. Eng., R",""
"Materials Today Communications","Mater. Today Commun.",""
"Materials Today Physics","Mater. Today Phys.",""
"Materials Today: Proceedings","Mater. Today:. Proc.",""
"Materials for Renewable and Sustainable Energy","Mater. Renewable Sustainable Energy",""
"Mathematical Physics, Analysis and Geometry","Math. Phys. Anal. Geom.",""
"Matériaux pour la Carte Géologique de la Suisse, n.s.","Matér. Carte Géol. Suisse",""
"Matériaux pour le levé géobotanique de la Suisse","Matér. levé géobot. Suisse",""
"Mecanique and Industries","Mec. Ind.",""
"Mechanical Sciences","Mech. Sci.",""
"Mededelingen van de Faculteit Landbouwwetenschappen, Universiteit Gent","Meded. Fac. Landbouwwet., Rijksuniv. Gent",""
"Mededelingen van de Landbouwhoogeschool te Wageningen","Meded. Landbouwhoogesch. Wagening.",""
"Medical Gas Research","Med. Gas Res.",""
"Medical Immunology","Med. Immunol.",""
"Medical Science Monitor Basic Research","Med. Sci. Monit. Basic Res.",""
"Mekhanika Kompositnykh Materialov (Zinatne)","Mekh. Kompoz. Mater. (Zinatne)",""
"Memoires de la Societe Royale des Sciences de Liege","Mem. Soc. R. Sci. Liege",""
"Memoirs of the Faculty of Science, Kyushu University, Series C: Chemistry","Mem. Fac. Sci. Kyushu Univ., Ser. C",""
"Memoirs of the Institute of Scientific and Industrial Research, Osaka University","Mem. Insts. Sci. Ind. Res., Osaka Univ.",""
"Merkblatt für den Forstpraktiker Eidg. Anstalt für das forstliche Versuchswesen","Merkbl. Forstprakt. Eidgenöss. Anst. forstl. Vers.wes.",""
"Merkblatt für die Praxis","Merkbl. Prax.",""
"Metabolic Engineering Communications","Metab. Eng. Commun.",""
"Metabolism Clinical and Experimental","Metab. Clin. Exp.",""
"Metabolism and Nutrition in Oncology","Metab. Nutr. Oncol.",""
"Metall (Berlin)","Metall (Berlin)",""
"Metallofizika (Kiev)","Metallofizika (Akad. Nauk Ukr. SSR, Otd. Fiz. Astron.)",""
"Metalloorganicheskaya Khimiya","Metalloorg. Khim.",""
"Metally","Metally",""
"Methods (Oxford, United Kingdom)","Methods (Oxford, U. K.)",""
"Methods (San Diego, CA, United States)","Methods (San Diego, CA, U. S.)",""
"Meylania","Meylania",""
"Micologia italiana","Micol. ital.",""
"Microbial Informatics and Experimentation","Microb. Inf. Exp.",""
"Microbiology (Moscow, Russian Federation)(Translation of Mikrobiologiya)","Microbiology (Moscow, Russ. Fed.)",""
"Microbiology (New York, NY, United States)","Microbiology (N. Y., NY, U. S.)",""
"Microbiology (Reading, United Kingdom)","Microbiology (Reading, U. K.)",""
"Microbiology (Road Town, Virgin Islands (British))","Microbiology (Road Town, V. I. (Br.))",""
"Microgram Journal","Microgram J.",""
"Milchwissenschaft","Milchwissenschaft",""
"Mineralogicheskii Zhurnal","Mineral. Zh.",""
