"Western Economic Journal","Western Econ. J.","",""
"Western Journal of Agricultural Economics","Western J. Agr. Econ.","",""
"Wirtschaft und Recht","Wirtsch. Recht","",""
"Wirtschaftspolitische Blätter","Wirtschaftspolitische Blätter","",""
"Wissenshaftliche Zeitschrift der Martin Luther Universitat Halle-Wittenberg","Wiss Z. Martin-Luther Univ. Halle-Wittenberg","",""
"WorkingUSA","WorkingUSA","",""
"World Bank Economic Review","World Bank Econ. Rev.","",""
"World Bank Research Observer","World Bank Res. Observer","",""
"World Development","World Devel.","",""
"World Economy","World Economy","",""
"Yale Economic Essays","Yale Econ. Essays","",""
"Yale Journal on Regulation","Yale J. Regul.","",""
"Yale Law Journal","Yale Law J.","",""
"Yapi Kredi Economic Review","Yapi Kredi Econ. Rev.","",""
"Yorkshire Bull. Econ. Soc. Res.","Yorkshire Bull. Econ. Soc. Res.","",""
"Zagreb International Review of Economics and Business","Zagreb Int. Rev. Econ. Bus.","",""
"Zbornik Radova Ekonomskog Fakulteta Rijeka","Zbornik Radova Ekon. Fakul. Rijeka","",""
"Zbornik Radova Ekonomskog Fakulteta U. Rijeci","Zbornik Radova Ekon. Fakul. U. Rijeci","",""
"Proceedings of Rijeka School of Economics: Journal of Economics and Business","Proceed. Rijeka Sch. Econ.: J. Econ. Bus.","",""
"Zeitschrift für Allgemaine und Textile Marktwirts schaft","Z. Allg. Textile Marktwirtsch.","",""
"Zeitschrift für Betriebswirtschaft","Z. Betriebswirtschaft","",""
"Zeitschrift für die gesamte Staatswissenschaft (JITE)","Z. ges. Staatswissen. (JITE)","",""
"Zeitschrift für Nationalökonomie","Z. Nationalökon.","",""
"Zeitschrift für Wirtschafts- und Sozialwissenschaften","Z. Wirtsch. Sozialwissen.","",""
"Zeitschrift für Wirtschaftspolitik","Z. Wirtschaftspolitik","",""
